Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;PIRATEN;PIRATEN;NPD;NPD;Tierschutzpartei;Tierschutzpartei;REP;REP;ÖDP;ÖDP;FAMILIE;FAMILIE;Bündnis 21/RRP;Bündnis 21/RRP;RENTNER;RENTNER;BP;BP;PBC;PBC;BüSo;BüSo;DIE VIOLETTEN;DIE VIOLETTEN;MLPD;MLPD;Volksabstimmung;Volksabstimmung;PSG;AfD;AfD;BIG;BIG;pro Deutschland;pro Deutschland;DIE RECHTE;DIE FRAUEN;FREIE WÄHLER;FREIE WÄHLER;Nichtwähler;PARTEI DER VERNUNFT;PARTEI DER VERNUNFT;Die PARTEI;Die PARTEI;Bergpartei;BGD;DKP;NEIN!;WGr/EB
;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
200;RP;Mosel/Rhein-Hunsrück;175441;129262;3111;2310;126151;126952;67658;62703;35146;31202;3990;7948;5647;6139;5083;7257;0;0;2606;2352;1273;1057;0;0;0;160;830;477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;5323;0;0;0;282;0;0;3918;1698;0;0;318;0;0;0;0;0;0;0
201;RP;Kreuznach;187473;132299;3409;2495;128890;129804;53324;53335;48521;40708;3767;7236;6688;7485;5733;8221;0;0;2996;2394;1772;1434;0;0;0;210;0;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;6180;0;0;0;288;0;0;5194;1745;0;0;283;0;0;0;0;0;0;895
202;RP;Bitburg;166313;119298;2706;2031;116592;117267;65252;61192;30613;26189;3807;7136;3867;5134;5775;7165;0;0;2068;2159;1063;904;0;0;0;135;429;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;4264;0;0;0;176;0;0;2875;1925;0;843;550;0;0;0;0;0;0;0
203;RP;Trier;193803;141134;3321;2610;137813;138524;67281;60909;42879;36410;2656;6841;7687;8688;9555;13157;0;0;3863;3508;1287;1043;0;0;0;136;0;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;5736;0;0;0;173;0;0;1653;1289;0;0;268;952;0;0;0;0;0;0
204;RP;Montabaur;211010;155100;3327;2269;151773;152831;74887;69119;47097;42500;3714;7994;7217;7724;9014;9646;0;0;3707;3104;2341;1705;0;0;0;279;0;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;7831;0;0;0;300;0;0;3796;1945;0;0;316;0;0;0;0;0;0;0
205;RP;Mainz;245612;188171;3431;2413;184740;185758;74083;71290;64340;49232;9188;12166;8005;10266;18825;24728;0;0;4966;4646;0;988;0;0;0;546;1785;1294;0;0;0;0;0;0;0;0;0;0;270;0;0;0;0;67;0;0;0;0;8399;0;0;0;318;0;0;2480;1352;0;798;466;0;0;0;0;0;0;0
206;RP;Worms;212636;156833;3105;2680;153728;154153;64539;60722;56777;46052;4097;9179;5713;7784;8625;12878;0;0;2926;3291;2080;2188;0;0;0;559;668;517;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;46;0;0;0;6316;8604;0;0;0;290;0;0;1939;1665;0;32;378;0;0;0;0;0;0;0
207;RP;Ludwigshafen/Frankenthal;217129;155005;3243;2585;151762;152420;65746;59425;54003;45001;3773;7952;7476;8538;7247;11042;0;0;4179;3878;2666;2177;0;0;2452;1801;0;283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;148;0;0;0;0;9224;0;0;0;348;0;0;3939;2162;0;0;441;0;0;0;0;0;0;0
208;RP;Neustadt – Speyer;220643;165435;3865;2632;161570;162803;77345;71072;46217;41982;4355;9337;7244;7871;13054;13915;0;0;4189;3660;2728;1778;0;0;0;943;0;427;1099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;7995;0;0;0;332;0;0;4528;2835;0;811;611;0;0;0;0;0;0;0
209;RP;Kaiserslautern;232164;163010;4024;3142;158986;159868;59086;57376;61253;52242;3584;7315;11813;12107;8446;11430;0;0;4810;4278;3953;3080;0;0;0;580;0;323;1896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;7101;0;0;0;415;0;0;4145;3031;0;0;535;0;0;0;0;0;0;0
210;RP;Pirmasens;180540;128753;4085;3159;124668;125594;57201;54877;40180;35108;3446;6344;7486;8172;5059;5960;0;0;3326;3061;2429;2178;0;0;1916;1313;0;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;5461;0;0;0;282;0;0;3625;2046;0;0;483;0;0;0;0;0;0;0
211;RP;Südpfalz;216137;158661;3545;2817;155116;155844;75748;66523;43385;40537;6217;9677;6308;7538;11064;13172;0;0;4608;4091;2082;1833;0;0;1605;1233;940;660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;7584;0;0;0;349;0;0;3159;2166;0;0;410;0;0;0;0;0;0;0
907;RP;Land;3092424;2251979;50715;37482;2201264;2214497;1026360;958655;716029;608910;63585;122640;105928;120338;133256;169372;0;0;55870;49664;25853;23980;0;0;5973;8545;6091;6588;2995;0;0;0;0;0;0;0;0;0;286;0;0;0;281;859;0;0;0;6316;106414;0;0;0;4451;0;0;48110;28159;0;2484;5922;952;0;0;0;0;0;895
212;BY;Altötting;167160;111846;985;985;110861;110861;0;0;15921;16797;2293;4365;2832;3241;6030;6394;72915;64998;2318;1902;0;702;0;759;0;541;0;1349;0;0;0;39;0;0;0;1485;0;0;388;116;654;350;0;15;0;0;0;3669;4496;0;0;0;79;0;213;3841;2884;0;0;136;0;0;0;0;0;0;0
213;BY;Erding – Ebersberg;192385;143626;1083;929;142543;142697;0;0;27233;23670;3125;7322;3712;4178;11377;12587;78991;72850;0;2611;0;607;0;1029;0;1052;2992;1976;0;0;178;119;0;0;2791;2177;0;0;0;31;0;171;0;25;0;0;0;6385;7395;0;0;0;92;0;247;5469;4443;0;0;115;0;0;0;0;0;290;0
214;BY;Freising;231455;166016;1535;1232;164481;164784;0;0;28236;26558;4030;7661;4700;5257;18680;14881;88887;85319;3745;3317;0;1284;0;1198;0;537;2638;1976;0;0;0;47;0;0;0;2137;0;0;0;28;0;205;0;27;0;0;0;6088;7694;0;0;0;134;0;274;7440;6087;0;0;163;37;0;0;0;0;0;0
215;BY;Fürstenfeldbruck;228174;171489;1302;1089;170187;170400;0;0;33713;30862;3754;8398;4543;5121;12830;14955;95234;86764;3847;3225;0;814;0;1263;0;512;2638;1919;0;0;0;52;0;0;0;1964;0;0;0;24;0;216;0;38;0;0;0;7938;8985;0;0;0;150;0;251;5690;4754;0;0;133;0;0;0;0;0;0;0
216;BY;Ingolstadt;235284;161027;1243;1360;159784;159667;0;0;26660;27909;3230;6850;6388;5796;10554;9936;97729;88710;3326;2857;0;1350;0;988;0;684;2089;1875;0;0;0;59;0;0;0;1625;0;0;0;22;0;173;0;26;0;0;0;4509;5635;0;0;0;91;0;249;4721;4672;0;0;160;578;0;0;0;0;0;0
217;BY;München-Nord;225557;155942;1185;698;154757;155244;0;0;48625;38350;5749;12778;5722;7088;15962;21174;66930;57100;4979;4223;1142;654;0;1071;0;262;2320;1544;0;0;0;42;0;0;0;900;0;0;228;56;0;209;164;60;0;0;0;0;7106;0;0;0;110;0;196;2936;2193;0;0;128;0;0;0;0;0;0;0
218;BY;München-Ost;236523;168795;1355;753;167440;168042;0;0;48051;39187;6920;13775;5713;7131;17100;21719;74745;66349;3757;3814;1145;621;0;1124;0;297;2702;1575;0;0;0;47;0;0;2080;1235;0;0;249;45;0;210;0;41;0;0;0;0;7807;0;0;0;113;0;206;4978;2600;0;0;146;0;0;0;0;0;0;0
219;BY;München-Süd;215368;154146;975;749;153171;153397;0;0;43571;36877;4650;10727;6027;7341;17407;21440;66513;58097;3950;4003;744;632;0;1092;0;283;2598;1418;0;0;0;46;0;0;0;1088;0;0;138;49;0;224;0;42;0;0;0;4661;7082;0;0;0;82;0;256;2912;2493;0;0;125;0;0;0;0;0;0;0
220;BY;München-West/Mitte;239700;174322;1303;789;173019;173533;0;0;49419;41108;6984;12850;7135;8312;22743;27068;73661;64221;4420;4313;996;643;0;1219;0;272;2796;1770;0;0;0;51;0;0;0;1002;0;0;185;60;0;249;0;125;0;0;0;0;7249;0;0;735;201;0;291;3713;2387;0;0;142;0;0;0;0;0;0;232
221;BY;München-Land;233398;180602;1093;1110;179509;179492;0;0;36736;35540;6753;14940;3796;5088;19918;17654;94347;84406;3091;3311;0;596;0;1260;0;515;1846;1502;0;0;197;88;0;0;0;1266;0;0;0;22;0;177;0;31;0;0;0;7164;8741;0;0;0;108;0;225;5336;3829;0;325;193;0;0;0;0;0;0;0
222;BY;Rosenheim;231069;162958;1336;1147;161622;161811;0;0;20229;23966;4272;8040;3932;4688;15125;13631;93964;87569;3651;2788;0;772;0;1111;2015;1368;3290;2419;0;0;0;36;0;0;3674;3088;0;0;189;96;0;241;0;24;0;0;0;6571;7792;0;0;0;93;0;269;4484;3653;0;0;167;0;0;0;0;0;0;226
223;BY;Bad Tölz-Wolfratshausen – Miesbach;163940;118741;1554;882;117187;117859;0;0;20112;16918;6071;6929;3480;3140;9357;9364;66141;63502;2419;1714;0;559;0;826;0;312;2401;1312;0;0;0;35;0;0;0;1998;0;0;0;28;0;273;0;15;0;0;0;0;6842;0;0;0;91;0;160;7206;3708;0;0;133;0;0;0;0;0;0;0
224;BY;Starnberg – Landsberg am Lech;210748;160415;1417;904;158998;159511;0;0;28955;27131;10082;12277;4405;4754;16615;17066;84080;77657;3581;2919;574;724;0;1197;0;327;3568;1887;0;0;3;48;0;0;1405;1833;0;0;0;20;0;262;0;20;0;0;0;1312;7931;0;0;0;96;0;228;4404;2987;0;14;147;0;0;0;0;0;0;0
225;BY;Traunstein;206868;141456;1544;1126;139912;140330;0;0;24570;20875;3313;6139;4117;4193;11973;12334;87598;80351;3034;2116;0;771;0;912;1917;813;3390;1843;0;0;0;43;0;0;0;1808;0;0;0;36;0;202;0;18;0;0;0;0;4597;0;0;0;85;0;187;0;2843;0;0;164;0;0;0;0;0;0;0
226;BY;Weilheim;165415;119201;1341;969;117860;118232;0;0;19372;18049;3736;6162;3337;3553;8939;9266;67678;62418;1851;1765;1007;654;0;836;0;240;3076;2141;0;0;0;60;0;0;4194;2576;0;0;0;25;0;172;0;35;0;0;0;0;6620;0;0;0;90;0;211;4670;3222;0;0;137;0;0;0;0;0;0;0
227;BY;Deggendorf;165957;100308;894;779;99414;99529;0;0;16066;16700;1950;3810;3024;3367;4450;4370;60975;55877;1418;1370;1777;1541;0;721;0;458;109;993;0;0;0;38;0;0;1773;1652;0;0;0;13;0;90;0;11;0;0;0;3205;3985;0;0;0;70;0;186;4667;4205;0;0;72;0;0;0;0;0;0;0
228;BY;Landshut;246103;167952;1613;1191;166339;166761;0;0;27100;26720;5038;7840;4832;5074;13785;11181;96356;89865;3291;2605;2169;1351;0;1310;0;474;3909;2123;0;0;0;38;0;0;0;2378;0;0;0;27;0;266;0;22;0;0;0;0;6007;0;0;0;148;0;299;9859;8856;0;0;177;0;0;0;0;0;0;0
229;BY;Passau;175517;111024;1229;909;109795;110115;0;0;21558;20349;0;4945;3541;4139;5693;6590;65598;59369;2069;1721;1150;1003;0;804;0;326;2940;1834;0;0;0;21;0;0;0;1027;0;0;0;19;0;119;0;13;0;0;0;3451;4320;0;0;0;77;0;175;3795;3167;0;0;97;0;0;0;0;0;0;0
230;BY;Rottal-Inn;168478;107566;1268;917;106298;106649;0;0;17056;16066;2179;4344;2756;2840;5073;5242;65095;62705;58;1471;1669;1323;0;740;0;453;2950;1793;0;0;0;42;0;0;0;1432;0;0;0;32;0;121;0;17;0;0;0;3129;3827;0;0;0;87;0;195;5561;3784;0;0;135;772;0;0;0;0;0;0
231;BY;Straubing;173773;111537;1167;988;110370;110549;0;0;19400;17790;2596;4653;2757;3297;3582;4324;67579;63887;1915;1627;1858;1513;0;688;0;377;3201;1939;0;0;0;19;0;0;0;1390;0;0;0;14;0;81;0;16;0;0;0;3662;4375;0;0;0;59;0;191;3820;4171;0;0;138;0;0;0;0;0;0;0
232;BY;Amberg;215146;151021;1542;1285;149479;149736;0;0;31253;29036;3148;5633;4909;5052;7365;8997;87248;80073;3781;2920;2229;1586;0;981;0;372;3824;1959;0;0;0;53;0;0;0;1375;0;0;0;30;0;142;0;32;0;0;0;0;5273;0;0;0;109;0;280;5722;5681;0;0;152;0;0;0;0;0;0;0
233;BY;Regensburg;248820;171954;1394;1315;170560;170639;0;0;37541;32902;6830;7835;5839;6617;14202;15759;82648;82556;3453;3354;1442;1280;0;1261;0;475;4184;2571;0;0;0;35;0;0;0;1320;0;0;0;23;0;213;0;33;0;0;0;6229;7000;0;0;0;103;0;279;7799;6886;0;0;137;0;0;0;0;0;0;393
234;BY;Schwandorf;216389;141364;1247;1564;140117;139800;0;0;34716;27066;2430;4701;3820;4505;4516;5927;80840;76453;0;2153;2155;1705;0;1020;0;469;2152;1527;0;0;0;42;0;0;2964;2120;0;0;0;21;0;103;0;38;0;0;0;0;4575;0;0;0;105;0;253;6524;6858;0;0;159;0;0;0;0;0;0;0
235;BY;Weiden;170403;118903;1114;1193;117789;117710;0;0;25881;26484;1735;3953;3117;3982;4531;5072;64930;62126;1806;1758;1895;1909;0;772;0;289;1489;1098;0;0;0;27;0;0;0;1071;0;0;0;19;0;105;0;18;0;0;0;2855;4243;0;0;0;109;0;254;4165;4259;0;0;162;0;0;0;0;0;0;5385
236;BY;Bamberg;179923;126869;995;920;125874;125949;0;0;28794;24924;4252;6073;4365;5143;10283;11267;65723;61546;3025;2905;1661;1619;0;964;0;586;0;792;0;0;0;40;0;0;0;570;0;0;0;19;0;139;0;60;0;0;0;4222;5211;0;0;0;82;0;319;3549;3559;0;0;131;0;0;0;0;0;0;0
237;BY;Bayreuth;164828;115659;1187;855;114472;114804;0;0;29344;26676;3133;5539;3246;3783;7189;7803;63936;56846;2663;2192;1392;1104;0;796;0;530;0;556;0;0;0;44;0;0;0;398;0;0;0;16;0;112;0;24;0;0;0;3569;4435;0;0;0;70;0;245;0;3524;0;0;111;0;0;0;0;0;0;0
238;BY;Coburg;162587;113159;996;1021;112163;112138;0;0;36370;31297;1850;4506;3739;4468;4327;6380;56302;52429;1717;1811;1771;1644;0;688;0;224;0;543;0;0;0;25;0;0;0;312;0;0;0;17;0;112;0;39;0;0;0;3178;4776;0;0;0;68;0;250;2909;2448;0;0;101;0;0;0;0;0;0;0
239;BY;Hof;172085;117057;1078;1188;115979;115869;0;0;33146;30817;1512;4381;5206;5566;6396;6244;63895;54357;0;2231;1691;1438;0;1020;0;440;0;497;0;0;0;40;0;0;0;590;0;0;0;14;0;84;0;19;0;0;0;4133;5063;0;0;0;101;0;228;0;2585;0;0;154;0;0;0;0;0;0;0
240;BY;Kulmbach;172449;122307;1225;1207;121082;121100;0;0;27587;26030;1996;4513;3616;4392;4845;6396;68903;63378;2212;2316;2013;2017;0;889;0;554;1430;856;0;0;0;31;0;0;1118;758;0;0;0;12;0;122;0;28;0;0;0;3829;4800;0;0;0;105;0;307;3533;3476;0;0;120;0;0;0;0;0;0;0
241;BY;Ansbach;243643;166555;1683;1458;164872;165097;0;0;38331;36690;7454;7619;6202;6368;9665;13771;87922;78640;3938;3276;2496;2008;0;1114;0;643;0;1848;0;0;204;123;0;0;1522;860;0;0;0;33;433;239;0;23;0;0;0;0;5950;0;0;0;177;0;351;6705;5208;0;0;156;0;0;0;0;0;0;0
242;BY;Erlangen;179506;135186;863;937;134323;134249;0;0;35377;32638;2990;7440;5611;5840;11980;15395;65151;55940;3216;3311;957;917;0;901;0;289;0;1144;0;0;0;51;0;0;569;507;0;0;0;26;0;126;0;45;0;0;0;4393;5590;0;0;0;70;0;222;4079;3684;0;0;113;0;0;0;0;0;0;0
243;BY;Fürth;253603;178211;1370;1504;176841;176707;0;0;47936;44485;3239;8251;7524;8816;14595;16126;86997;75595;4792;4148;2246;1739;0;1338;0;887;0;1374;0;0;0;78;0;0;0;772;0;0;0;30;0;185;0;70;0;0;0;5588;7824;0;0;0;132;0;305;3924;4335;0;0;217;0;0;0;0;0;0;0
244;BY;Nürnberg-Nord;193031;132674;1053;1027;131621;131647;0;0;41666;35310;3556;7150;8099;9311;13336;17444;51829;45748;4055;4221;1341;1061;0;1032;0;409;0;940;0;0;0;57;0;0;0;337;0;0;0;26;0;165;122;149;0;0;0;4417;5906;0;0;0;81;0;244;2134;1909;0;0;147;873;0;0;0;0;0;193
245;BY;Nürnberg-Süd;185799;121814;1157;1239;120657;120575;0;0;38942;34363;2192;5087;6038;6948;8165;9705;53519;48881;3056;2936;1701;1572;0;890;0;481;0;761;0;0;168;110;0;0;0;318;0;0;0;11;0;114;0;50;0;0;0;4498;5737;0;0;0;79;0;214;2378;2187;0;0;131;0;0;0;0;0;0;0
246;BY;Roth;226102;168765;1566;1312;167199;167453;0;0;46200;41107;5371;7467;6064;6394;11142;14247;84618;76181;4137;3252;2598;1471;0;1235;0;803;0;1095;0;0;0;68;0;0;0;560;0;0;0;18;0;180;0;24;0;0;0;0;6533;0;0;0;141;0;293;7069;6192;0;0;192;0;0;0;0;0;0;0
247;BY;Aschaffenburg;184171;131310;2410;1964;128900;129346;0;0;32308;28408;4199;7003;3641;4691;10284;11135;67591;61741;3314;2545;2173;1550;0;1098;0;739;1551;791;0;0;0;52;0;0;0;563;0;0;0;15;0;190;0;75;0;0;0;0;5263;0;0;0;156;0;263;3373;2902;0;0;166;0;0;0;0;0;0;466
248;BY;Bad Kissingen;217994;155355;1822;1733;153533;153622;0;0;30564;27931;4391;7342;6930;6946;12127;9874;88911;82760;3562;2980;2789;2018;0;919;0;884;0;1119;0;0;0;67;0;0;0;756;0;0;0;27;0;167;0;40;0;0;0;0;4988;0;0;0;125;0;311;4259;4129;0;0;239;0;0;0;0;0;0;0
249;BY;Main-Spessart;197762;143137;2024;1707;141113;141430;0;0;32812;30486;3632;6413;4426;4839;8810;9972;73001;69953;2822;2670;1360;1404;0;1119;1223;1001;0;915;0;0;330;151;0;0;0;525;0;0;0;31;0;167;0;25;0;0;0;4652;5583;0;0;0;90;0;301;8045;5619;0;0;166;0;0;0;0;0;0;0
250;BY;Schweinfurt;200150;141275;1713;1416;139562;139859;0;0;32190;28872;2921;5906;7514;6940;8052;9903;76548;71264;2994;2493;2042;1333;0;852;0;1118;1155;859;0;0;0;56;0;0;1532;828;0;0;0;23;0;114;0;52;0;0;0;0;4665;0;0;0;121;0;264;4614;4041;0;0;155;0;0;0;0;0;0;0
251;BY;Würzburg;226597;166593;1364;1322;165229;165271;0;0;42136;37225;5323;8485;5374;6637;16454;19311;80776;74187;4134;4014;1439;946;0;1136;0;1279;1903;1388;0;0;0;49;0;0;0;495;0;0;0;20;0;167;0;29;0;0;0;4831;6388;0;0;0;94;0;319;2859;2920;0;0;182;0;0;0;0;0;0;0
252;BY;Augsburg-Stadt;208231;133378;1354;1112;132024;132266;0;0;33145;29328;4511;6187;6408;7391;14568;13940;58622;57699;3508;3424;908;841;0;1012;844;641;0;1034;0;0;141;115;0;0;0;700;0;0;142;43;0;205;162;84;0;0;0;6301;7136;0;0;0;116;0;258;2764;1976;0;0;136;0;0;0;0;0;0;0
253;BY;Augsburg-Land;244203;176239;1600;1229;174639;175010;0;0;30879;30126;3974;8134;5177;5631;12067;12670;105841;93973;3550;3089;1840;1279;0;1384;0;1023;2665;1784;0;0;734;367;0;0;0;1580;0;0;0;29;0;221;0;42;0;0;0;7912;9040;0;0;0;151;0;390;0;3929;0;0;168;0;0;0;0;0;0;0
254;BY;Donau-Ries;189974;131055;1560;1297;129495;129758;0;0;22858;21616;3170;5824;5797;4260;8153;7773;78524;72065;0;1938;2342;1503;0;877;0;999;2899;1312;0;0;381;121;0;0;0;1144;0;0;0;12;0;214;0;26;0;0;0;0;5433;0;0;0;81;0;462;5371;3964;0;0;134;0;0;0;0;0;0;0
255;BY;Neu-Ulm;237651;161614;1697;1248;159917;160366;0;0;29420;29023;4377;7485;5546;5958;12505;10417;91961;84598;3085;2990;3009;2444;0;1187;0;580;2493;1732;0;0;0;57;0;0;0;986;0;0;0;39;0;185;0;46;0;0;0;7521;8986;0;0;0;139;0;355;0;2985;0;0;174;0;0;0;0;0;0;0
256;BY;Oberallgäu;224278;155635;1531;1084;154104;154551;0;0;26722;24776;5501;8749;5530;5574;13011;14329;93494;80902;3072;2431;0;861;0;1201;2236;1052;4127;2089;0;0;411;161;0;0;0;976;0;0;0;30;0;230;0;35;0;0;0;0;6695;0;0;0;99;0;290;0;3918;0;0;153;0;0;0;0;0;0;0
257;BY;Ostallgäu;244541;167668;1456;1328;166212;166340;0;0;25009;24971;2847;7677;4731;5270;10039;11785;99333;91664;3260;2904;0;1374;0;1103;0;587;3258;2593;0;0;0;42;0;0;4808;2913;0;0;0;28;0;199;0;30;0;0;0;6842;7991;0;0;0;114;0;382;5425;4537;0;0;176;0;0;0;0;0;0;660
909;BY;Land;9472738;6633726;62423;52971;6571303;6580755;0;0;1443710;1314009;183259;334158;225218;248920;505800;552818;3544079;3243569;131872;127934;59721;56737;0;46937;8235;27457;84583;68365;0;0;2747;3032;0;0;28430;57395;0;0;1519;1375;1087;8211;448;1757;0;0;0;146714;283570;0;0;735;4874;0;12148;192702;180649;0;339;6840;2260;0;0;0;0;290;7555
258;BW;Stuttgart I;191191;152546;1298;1046;151248;151500;63465;56794;25050;31766;3894;12548;5824;9432;41522;26534;0;0;3315;4338;673;506;0;860;0;224;697;528;0;0;0;0;0;258;0;0;0;170;161;79;0;0;0;103;0;141;0;4151;6281;0;136;0;66;0;0;864;645;0;0;91;0;0;0;0;0;0;1632
259;BW;Stuttgart II;183064;134355;1520;1314;132835;133041;58222;52323;34690;30469;3594;8920;6633;8902;18505;18341;0;0;3064;3460;1074;799;0;846;0;479;0;382;0;0;0;0;0;367;0;0;0;135;121;44;0;0;281;219;0;153;0;4497;6047;0;255;0;84;0;0;1203;732;0;0;84;0;0;0;0;0;0;951
260;BW;Böblingen;241596;186565;2356;1846;184209;184719;99752;86453;43803;37047;6352;13170;7473;8080;17245;19091;0;0;4393;4060;2525;1707;0;1295;0;555;0;518;0;0;0;0;0;325;0;0;0;587;0;85;0;0;301;162;0;448;0;0;9432;0;184;0;160;0;0;2365;1249;0;0;111;0;0;0;0;0;0;0
261;BW;Esslingen;166975;129700;1275;1164;128425;128536;65825;57598;32379;28205;2474;7859;4788;5862;14236;15483;0;0;2936;2871;912;880;0;1110;1004;873;0;302;0;0;0;0;0;245;0;0;0;165;0;18;0;0;0;111;0;152;0;3871;5835;0;143;0;88;0;0;0;647;0;0;89;0;0;0;0;0;0;0
262;BW;Nürtingen;205756;160053;1680;1627;158373;158426;80710;72844;40013;31499;3997;10880;5205;6533;15685;18435;0;0;3238;3602;1201;1181;0;1233;2127;1744;0;476;0;0;0;0;0;387;0;0;0;370;0;10;0;0;0;59;0;320;0;5055;7599;0;112;0;128;0;0;1142;915;0;0;99;0;0;0;0;0;0;0
263;BW;Göppingen;179130;132632;1921;1529;130711;131103;64095;60058;31646;28435;4393;7646;4710;5569;14010;13275;0;0;2557;2629;1813;1599;0;1000;0;552;596;403;0;0;0;0;0;289;0;0;0;240;0;17;0;0;0;67;0;198;0;6891;8259;0;129;0;93;0;0;0;530;0;0;115;0;0;0;0;0;0;0
264;BW;Waiblingen;221739;171509;2110;1650;169399;169859;87082;77461;38908;34086;6354;13327;6211;7663;17838;17511;0;0;3739;3583;2244;1783;0;1359;0;665;0;577;0;0;0;0;0;640;0;0;0;625;0;16;520;0;0;116;0;399;0;6503;9160;0;102;0;104;0;0;0;564;0;0;118;0;0;0;0;0;0;0
265;BW;Ludwigsburg;215500;167399;2298;1570;165101;165829;83591;73263;34850;35099;5275;11486;7887;7748;22171;19364;0;0;4438;3640;2307;1395;0;1138;0;574;1145;572;0;0;0;0;0;513;0;0;0;360;0;21;0;0;4;121;0;210;0;0;8481;0;138;0;143;0;0;3433;1422;0;0;141;0;0;0;0;0;0;0
266;BW;Neckar-Zaber;226751;177134;2854;1876;174280;175258;92693;79372;45962;36849;5404;11799;7697;7271;16474;18551;0;0;0;3810;3442;1921;0;1350;0;738;2608;705;0;0;0;0;0;645;0;0;0;474;0;79;0;0;0;86;0;299;0;0;9703;0;186;0;190;0;0;0;1051;0;0;179;0;0;0;0;0;0;0
267;BW;Heilbronn;241656;173772;2885;2182;170887;171590;87777;78544;46231;37933;6178;10927;7554;8138;12771;14662;0;0;4599;3789;3905;2672;0;1250;0;715;1469;731;0;0;0;0;0;544;0;0;0;432;0;28;0;0;403;126;0;308;0;0;9271;0;322;0;261;0;0;0;771;0;0;166;0;0;0;0;0;0;0
268;BW;Schwäbisch Hall – Hohenlohe;224384;158389;2624;2156;155765;156233;81427;72835;35728;31230;6128;10355;6626;7535;15569;15641;0;0;4226;3371;3184;2119;0;1143;0;597;2877;1188;0;0;0;0;0;442;0;0;0;574;0;23;0;0;0;81;0;278;0;0;7799;0;94;0;146;0;0;0;608;0;0;174;0;0;0;0;0;0;0
269;BW;Backnang – Schwäbisch Gmünd;175434;130255;2468;1647;127787;128608;70748;62236;31673;26198;3541;7420;5079;5454;10439;11657;0;0;3856;2761;2451;1587;0;1011;0;547;0;424;0;0;0;0;0;402;0;0;0;514;0;29;0;0;0;76;0;245;0;0;7268;0;55;0;122;0;0;0;433;0;0;169;0;0;0;0;0;0;0
270;BW;Aalen – Heidenheim;222959;162969;2859;2036;160110;160933;92293;79409;39464;35861;2857;7267;7929;7483;12402;13532;0;0;4934;3118;0;2166;0;1010;0;983;0;655;0;0;0;0;0;450;0;0;0;324;0;16;0;0;0;49;0;282;0;0;7255;0;96;0;161;0;0;0;692;0;0;124;0;0;0;0;231;0;0
271;BW;Karlsruhe-Stadt;205735;150050;1939;1444;148111;148606;58452;55791;43866;33785;4714;8978;7254;8933;20337;22263;0;0;5149;6009;912;853;0;1111;452;352;0;423;0;0;0;0;0;250;0;0;0;205;0;34;0;0;0;93;0;185;0;5983;8334;0;77;0;90;0;0;992;724;0;0;116;0;0;0;0;0;0;0
272;BW;Karlsruhe-Land;209733;159992;2737;1887;157255;158105;83848;73805;40735;33416;4490;9553;5896;6461;12298;15175;0;0;4374;3761;1853;1301;0;1278;1224;730;0;346;0;0;0;0;0;386;0;0;0;491;0;16;0;0;0;41;0;258;0;0;9473;0;62;0;196;0;0;2537;1205;0;0;151;0;0;0;0;0;0;0
